season,week,season_type,game_date,home_team,away_team,home_score,away_score,home_win,elo_diff,pythagorean_diff,win_pct_diff,ppg_diff,papg_diff,net_ppg_diff,yds_per_play_diff,def_yds_per_play_diff,turnover_diff_diff,passer_rating_diff,third_down_diff,red_zone_diff,injury_impact_diff,qb_out_home,qb_out_away,rest_days_diff,short_week_home,short_week_away,wind_adj,precip_adj,temp_adj,altitude_adj,divisional_game,is_neutral,vegas_home_prob,mc_win_pct
2022,5,2,2022-10-09,ARI,PHI,17,20,0,-20.69,-0.3504,-0.5,-6.75,8.0,-14.75,-0.27,0.32,-13.0,-19.795,-10.753,-10.98,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.3548
2022,5,2,2022-10-10,BAL,CIN,19,17,1,-29.63,-0.049,0.0,7.0,7.5,-0.5,0.28,0.3,-2.0,-18.466,-4.374,-19.15,0.0,0,0,-2,0,0,0.0,0.0,0.0,0.0,1,0,0.5,0.5055
2022,5,2,2022-10-11,KC,LV,30,29,1,71.01,0.1924,0.5,8.25,-1.0,9.25,0.33,-0.04,5.0,17.972,8.801,22.63,0.0,0,0,-1,0,0,0.0,0.0,0.0,0.0,1,0,0.5,0.6262
2022,6,2,2022-10-14,CHI,WAS,7,12,0,7.46,0.0759,0.2,-0.8,-4.4,3.6,-0.032,-0.176,3.0,-4.38,5.692,4.94,0.0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0.5,0.568
2022,6,2,2022-10-16,ATL,SF,28,14,1,-67.85,-0.3145,-0.2,2.0,12.2,-10.2,0.08,0.488,-17.0,-14.559,-3.187,1.59,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.3727
2022,6,2,2022-10-16,CLE,NE,15,38,0,-10.53,0.0072,0.0,6.0,5.4,0.6,0.24,0.216,-8.0,-2.815,3.211,11.35,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.5336
2022,6,2,2022-10-16,GB,NYJ,10,27,0,74.26,0.0163,0.0,-3.8,-4.4,0.6,-0.152,-0.176,9.0,16.81,4.917,4.67,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.5381
2022,6,2,2022-10-16,IND,JAX,34,27,1,54.2,-0.3603,0.0,-8.4,2.8,-11.2,-0.336,0.112,-18.0,-14.694,-8.965,-7.62,0.0,0,0,2,0,0,0.0,0.0,0.0,0.0,1,0,0.5,0.3499
2022,6,2,2022-10-16,MIA,MIN,16,24,0,-11.13,-0.1472,-0.2,0.0,5.8,-5.8,0.0,0.232,-9.0,1.92,-4.926,-2.5,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.4564
2022,6,2,2022-10-16,NO,CIN,26,30,0,-36.12,-0.1758,0.0,1.4,7.8,-6.4,0.056,0.312,-17.0,-7.361,-5.934,-12.83,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.4421
2022,6,2,2022-10-16,NYG,BAL,24,20,1,-37.83,-0.0364,0.2,-7.0,-4.8,-2.2,-0.28,-0.192,-1.0,8.585,-4.951,17.51,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.5118
2022,6,2,2022-10-16,PIT,TB,20,18,1,-71.87,-0.3945,-0.4,-5.2,9.0,-14.2,-0.208,0.36,6.0,-11.065,7.517,-2.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.3327
2022,6,2,2022-10-16,LAR,CAR,24,10,1,72.75,-0.0515,0.2,-2.6,-1.2,-1.4,-0.104,-0.048,3.0,2.142,7.653,3.39,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.5043
2022,6,2,2022-10-16,SEA,ARI,19,9,1,-17.95,-0.0196,0.0,4.4,6.2,-1.8,0.176,0.248,7.0,20.798,2.618,-11.37,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0.5,0.5202
2022,6,2,2022-10-16,KC,BUF,20,24,0,-3.0,-0.2581,0.0,1.4,12.8,-11.4,0.056,0.512,-3.0,8.877,-1.554,9.1,0.0,0,0,-2,1,0,0.0,0.0,0.0,0.0,0,0,0.5,0.4009
2022,6,2,2022-10-17,PHI,DAL,26,17,1,-10.9,0.0867,0.2,8.4,3.2,5.2,0.336,0.128,-2.0,11.077,0.491,-3.63,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0.5,0.5733
2022,6,2,2022-10-18,LAC,DEN,19,16,1,23.28,-0.0258,0.2,9.4,11.2,-1.8,0.376,0.448,6.0,12.099,14.45,-1.46,0.0,0,0,-2,0,0,0.0,0.0,0.0,0.0,1,0,0.5,0.5171
2022,7,2,2022-10-21,ARI,NO,42,34,1,9.55,-0.0602,0.0,-4.5,-2.67,-1.83,-0.18,-0.107,6.0,-14.452,-4.99,4.74,0.0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0.5,0.4999
2022,7,2,2022-10-23,CIN,ATL,35,17,1,55.08,0.0644,0.0,-1.33,-3.5,2.17,-0.053,-0.14,10.0,13.3,4.28,9.35,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.5622
2022,7,2,2022-10-23,DAL,DET,24,6,1,94.08,0.1811,0.4667,-9.67,-17.67,8.0,-0.387,-0.707,3.0,-11.439,4.697,6.72,0.0,0,0,-8,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.6205
2022,7,2,2022-10-23,TEN,IND,19,10,1,14.87,-0.0256,0.1,2.03,3.43,-1.4,0.081,0.137,10.0,6.131,3.635,16.07,0.0,0,0,7,0,0,0.0,0.0,0.0,0.0,1,0,0.5,0.5172
2022,7,2,2022-10-23,WAS,GB,23,21,1,-49.22,-0.0784,-0.1667,-0.83,2.0,-2.83,-0.033,0.08,-7.0,-7.168,-4.283,2.91,0.0,0,0,2,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.4908
2022,7,2,2022-10-23,CAR,TB,21,3,1,-100.76,-0.29,-0.3333,-3.0,7.17,-10.17,-0.12,0.287,-2.0,-9.595,-5.715,0.17,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0.5,0.385
2022,7,2,2022-10-23,JAX,NYG,17,23,0,-29.01,0.0425,-0.5,1.83,0.17,1.67,0.073,0.007,2.0,2.752,5.068,-9.82,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.5513
2022,7,2,2022-10-23,BAL,CLE,23,20,1,18.86,0.124,0.1667,1.67,-3.67,5.33,0.067,-0.147,5.0,-2.351,3.648,-7.81,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0.5,0.592
2022,7,2,2022-10-23,DEN,NYJ,9,16,0,13.58,-0.115,-0.3333,-8.67,-4.83,-3.83,-0.347,-0.193,6.0,6.189,-5.453,12.08,0.0,0,0,-2,1,0,0.0,0.0,0.0,0.3,0,0,0.5,0.4725
2022,7,2,2022-10-23,LV,HOU,38,20,1,35.76,0.0594,0.0,7.8,6.2,1.6,0.312,0.248,-7.0,9.921,9.587,3.06,0.0,0,0,-2,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.5597
2022,7,2,2022-10-23,LAC,SEA,23,37,0,13.92,0.0205,0.1667,-0.83,-1.83,1.0,-0.033,-0.073,3.0,-6.643,5.769,8.65,0.0,0,0,-2,1,0,0.0,0.0,0.0,0.0,0,0,0.5,0.5403
2022,7,2,2022-10-23,SF,KC,23,44,0,-21.87,0.0716,-0.1667,-9.5,-10.0,0.5,-0.38,-0.4,16.0,-2.433,-3.681,-15.47,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.5658
2022,7,2,2022-10-24,MIA,PIT,16,10,1,17.96,0.1266,0.1667,5.67,1.5,4.17,0.227,0.06,-11.0,16.301,-8.691,10.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.5933
2022,7,2,2022-10-25,NE,CHI,14,33,0,60.46,0.2657,0.1667,8.0,-0.83,8.83,0.32,-0.033,9.0,7.384,-6.025,-13.78,0.0,0,0,-2,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.6628
2022,8,2,2022-10-28,TB,BAL,22,27,0,25.96,-0.0689,-0.1429,-8.14,-5.29,-2.86,-0.326,-0.211,-6.0,7.251,-4.345,6.24,0.0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0.5,0.4955
2022,8,2,2022-10-30,JAX,DEN,17,21,0,-31.16,0.1547,0.0,7.86,3.14,4.71,0.314,0.126,6.0,12.628,12.73,-2.11,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.5,0.6073
2022,8,2,2022-10-30,ATL,CAR,37,34,1,22.61,0.0788,0.1429,5.57,3.14,2.43,0.223,0.126,0.0,7.51,10.154,3.39,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0.5,0.5694
2022,8,2,2022-10-30,DAL,CHI,49,29,1,76.03,0.1733,0.2857,1.14,-4.0,5.14,0.046,-0.16,12.0,7.589,4.546,15.43,0.0,0,0,2,0,1,0.0,0.0,0.0,0.0,0,0,0.5,0.6167
2022,8,2,2022-10-30,DET,MIA,27,31,0,-59.62,-0.0943,-0.4048,3.33,8.76,-5.43,0.133,0.35,14.0,4.323,4.534,4.71,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.4828
2022,8,2,2022-10-30,MIN,ARI,34,26,1,19.32,0.1668,0.4048,0.88,-5.48,6.36,0.035,-0.219,7.0,13.914,5.957,5.68,0.0,0,0,5,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.6134
2022,8,2,2022-10-30,NO,LV,24,0,1,-9.12,-0.1276,-0.0476,-2.17,3.57,-5.74,-0.087,0.143,-3.0,6.919,0.279,5.27,0.0,0,0,2,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.4662
2022,8,2,2022-10-30,NYJ,NE,17,22,0,-31.89,0.0519,0.2857,0.57,-1.29,1.86,0.023,-0.051,-14.0,-12.646,-0.301,1.26,0.0,0,0,2,0,1,0.0,0.0,0.0,0.0,1,0,0.5,0.556
2022,8,2,2022-10-30,PHI,PIT,35,13,1,69.19,0.4613,0.7143,11.55,-5.64,17.19,0.462,-0.226,4.0,20.262,1.031,17.8,0.0,0,0,7,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.7607
2022,8,2,2022-10-30,HOU,TEN,10,17,0,-86.26,-0.0844,-0.5,-1.5,1.5,-3.0,-0.06,0.06,2.0,-8.509,-6.213,-18.15,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0.5,0.4878
2022,8,2,2022-10-30,IND,WAS,16,17,0,35.98,0.004,0.0,-1.71,-2.29,0.57,-0.069,-0.091,-8.0,-5.519,-2.322,-5.23,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.532
2022,8,2,2022-10-30,LAR,SF,14,31,0,5.25,-0.1628,0.0714,-3.38,2.0,-5.38,-0.135,0.08,-14.0,-19.927,-5.688,1.59,0.0,0,0,7,0,0,0.0,0.0,0.0,0.0,1,0,0.5,0.4486
2022,8,2,2022-10-30,SEA,NYG,27,13,1,23.31,-0.0936,-0.2857,4.71,8.0,-3.29,0.189,0.32,-1.0,8.866,1.019,-17.82,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.4832
2022,8,2,2022-10-31,BUF,GB,27,17,1,59.23,0.4402,0.4048,11.05,-7.36,18.4,0.442,-0.294,-2.0,3.951,10.759,12.19,0.0,0,0,7,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.7501
2022,8,2,2022-11-01,CLE,CIN,32,13,1,-62.32,-0.215,-0.2857,-0.71,7.71,-8.43,-0.029,0.309,-7.0,-16.115,-8.022,-11.34,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0.5,0.4225
2022,9,2,2022-11-04,HOU,PHI,17,29,0,-111.92,-0.4308,-0.8571,-11.43,5.14,-16.57,-0.457,0.206,-9.0,-22.183,-15.629,-24.05,0.0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0.5,0.3146
2022,9,2,2022-11-06,ATL,LAC,17,20,0,-18.89,0.0687,-0.0714,1.57,-1.38,2.95,0.063,-0.055,-9.0,-5.642,-1.743,1.46,0.0,0,0,-7,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.5643
2022,9,2,2022-11-06,CHI,MIA,32,35,0,-42.03,-0.0461,-0.25,-2.88,-1.38,-1.5,-0.115,-0.055,5.0,-14.705,4.685,-4.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.5069
2022,9,2,2022-11-06,CIN,CAR,42,21,1,84.17,0.1695,0.25,3.5,-2.75,6.25,0.14,-0.11,10.0,20.81,14.434,12.74,0.0,0,0,-2,1,0,0.0,0.0,0.0,0.0,0,0,0.5,0.6148
2022,9,2,2022-11-06,DET,GB,15,9,1,-68.43,-0.0478,-0.2321,6.59,10.52,-3.93,0.264,0.421,5.0,7.48,1.258,16.56,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1,0,0.5,0.5061
2022,9,2,2022-11-06,NE,IND,26,3,1,10.75,0.163,0.125,6.0,0.75,5.25,0.24,0.03,20.0,8.523,1.989,-3.61,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.6115
2022,9,2,2022-11-06,NYJ,BUF,20,17,1,-107.5,-0.289,-0.2321,-7.0,5.88,-12.88,-0.28,0.235,-7.0,-20.761,-15.676,-16.86,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1,0,0.5,0.3855
2022,9,2,2022-11-06,WAS,MIN,17,20,0,-59.07,-0.2187,-0.3571,-6.96,0.93,-7.89,-0.279,0.037,-7.0,-8.405,-5.933,-11.44,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.4207
2022,9,2,2022-11-06,JAX,LV,27,20,1,-51.28,0.0888,-0.0357,-1.79,-5.11,3.32,-0.071,-0.204,13.0,7.151,1.956,6.64,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.5744
2022,9,2,2022-11-06,ARI,SEA,21,31,0,-12.58,-0.1158,-0.25,-3.5,1.38,-4.88,-0.14,0.055,-7.0,-20.798,-2.618,11.37,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0.5,0.4721
2022,9,2,2022-11-06,TB,LAR,16,13,1,10.52,0.1431,-0.0536,1.39,-3.55,4.95,0.056,-0.142,-1.0,7.453,-1.938,-3.56,0.0,0,0,2,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.6015
2022,9,2,2022-11-07,KC,TEN,20,17,1,28.96,0.1755,0.0,13.0,4.86,8.14,0.52,0.194,0.0,19.384,12.175,7.54,0.0,0,0,7,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.6177
2022,9,2,2022-11-08,NO,BAL,13,27,0,-21.62,-0.0783,-0.25,-1.12,2.12,-3.25,-0.045,0.085,-15.0,11.105,-1.56,6.32,0.0,0,0,-2,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.4909
2022,10,2,2022-11-11,CAR,ATL,25,15,1,-30.24,-0.1181,-0.2222,-4.22,0.33,-4.56,-0.169,0.013,0.0,-7.51,-10.154,-3.39,0.0,0,0,0,1,1,0.0,0.0,0.0,0.0,1,0,0.5,0.4709
2022,10,2,2022-11-13,TB,SEA,21,16,1,8.11,-0.0611,-0.2222,-8.78,-6.22,-2.56,-0.351,-0.249,-4.0,-10.2,-0.413,6.55,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.5,0.4995
2022,10,2,2022-11-13,BUF,MIN,30,33,0,35.23,0.2082,-0.125,3.38,-5.38,8.75,0.135,-0.215,-2.0,2.714,9.109,-2.16,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.6341
2022,10,2,2022-11-13,CHI,DET,30,31,0,17.03,0.0423,0.0833,-2.72,-5.25,2.53,-0.109,-0.21,-9.0,-19.028,0.151,-8.71,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0.5,0.5511
2022,10,2,2022-11-13,TEN,DEN,17,10,1,56.94,0.0167,0.25,3.5,3.25,0.25,0.14,0.13,-2.0,4.065,7.4,6.34,0.0,0,0,-8,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.5383
2022,10,2,2022-11-13,KC,JAX,27,17,1,128.62,0.079,0.4167,8.26,3.85,4.42,0.331,0.154,-8.0,10.821,6.845,15.99,0.0,0,0,-1,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.5695
2022,10,2,2022-11-13,MIA,CLE,39,17,1,20.79,-0.0328,0.2917,-1.33,0.01,-1.35,-0.053,0.001,-6.0,10.136,-1.871,6.43,0.0,0,0,-5,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.5136
2022,10,2,2022-11-13,NYG,HOU,24,16,1,45.28,0.2028,0.625,3.75,-3.25,7.0,0.15,-0.13,4.0,14.32,6.475,19.52,0.0,0,0,5,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.6314
2022,10,2,2022-11-13,PIT,NO,20,10,1,-15.1,-0.2236,-0.0833,-8.56,-0.6,-7.96,-0.342,-0.024,15.0,-14.919,4.732,-2.08,0.0,0,0,9,0,1,0.0,0.0,0.0,0.0,0,0,0.5,0.4182
2022,10,2,2022-11-13,LV,IND,20,25,0,-14.56,0.1291,-0.0833,8.21,4.79,3.42,0.328,0.192,5.0,7.543,7.009,0.98,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.5945
2022,10,2,2022-11-13,GB,DAL,31,28,1,-54.24,-0.2966,-0.4167,-5.76,4.26,-10.03,-0.231,0.171,-8.0,3.959,-5.955,-23.28,0.0,0,0,-7,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.3817
2022,10,2,2022-11-13,LAR,ARI,17,27,0,20.96,-0.0588,0.0417,-6.18,-5.15,-1.03,-0.247,-0.206,4.0,3.145,4.143,-1.26,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0.5,0.5006
2022,10,2,2022-11-14,SF,LAC,22,16,1,29.18,0.1716,-0.125,-1.0,-7.38,6.38,-0.04,-0.295,8.0,8.917,1.444,-0.13,0.0,0,0,7,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.6158
2022,10,2,2022-11-15,PHI,WAS,21,32,0,90.6,0.3803,0.5556,10.46,-4.46,14.92,0.418,-0.178,13.0,14.286,10.729,16.74,0.0,0,0,2,0,0,0.0,0.0,0.0,0.0,1,0,0.5,0.7202
2022,11,2,2022-11-18,GB,TEN,17,27,0,-34.53,-0.0837,-0.2667,0.06,2.93,-2.88,0.002,0.117,5.0,6.556,2.97,-13.75,0.0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0.5,0.4882
2022,11,2,2022-11-20,ATL,CHI,27,24,1,9.79,0.032,0.1,1.5,0.3,1.2,0.06,0.012,-2.0,7.384,0.928,-0.44,0.0,0,0,2,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.546
2022,11,2,2022-11-20,BUF,CLE,31,23,1,80.47,0.3221,0.3333,3.67,-9.67,13.33,0.147,-0.387,1.0,10.93,12.164,6.77,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.5,0.6911
2022,11,2,2022-11-20,IND,PHI,16,17,0,-45.62,-0.3623,-0.4889,-11.63,1.74,-13.38,-0.465,0.07,-21.0,-19.805,-13.051,-21.97,0.0,0,0,2,0,1,0.0,0.0,0.0,0.0,0,0,0.5,0.3488
2022,11,2,2022-11-20,NE,NYJ,10,3,1,47.41,0.0536,-0.1111,0.78,-1.11,1.89,0.031,-0.044,14.0,12.646,0.301,-1.26,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0.5,0.5568
2022,11,2,2022-11-20,NO,LAR,27,20,1,-25.84,0.1083,-0.0333,5.76,2.48,3.28,0.23,0.099,-10.0,11.307,0.847,-3.48,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.5842
2022,11,2,2022-11-20,NYG,DET,18,31,0,34.8,0.1549,0.4444,-3.56,-10.11,6.56,-0.142,-0.404,-4.0,-8.225,-3.966,-1.44,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.6075
2022,11,2,2022-11-20,BAL,CAR,13,3,1,73.27,0.2081,0.3667,5.71,-2.52,8.23,0.228,-0.101,8.0,2.344,10.06,-6.41,0.0,0,0,3,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.634
2022,11,2,2022-11-20,HOU,WAS,10,23,0,-52.03,-0.1213,-0.3889,-2.54,1.7,-4.24,-0.102,0.068,4.0,-7.897,-4.9,-7.31,0.0,0,0,2,0,1,0.0,0.0,0.0,0.0,0,0,0.5,0.4694
2022,11,2,2022-11-20,DEN,LV,16,22,0,-0.06,-0.0124,0.1111,-8.0,-8.56,0.56,-0.32,-0.342,7.0,-5.477,-10.774,8.75,0.0,0,0,0,0,0,0.0,0.0,0.0,0.3,1,0,0.5,0.5238
2022,11,2,2022-11-20,MIN,DAL,3,40,0,-8.62,-0.0466,0.2222,1.67,3.0,-1.33,0.067,0.12,-8.0,5.196,-4.305,-8.93,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.5067
2022,11,2,2022-11-20,PIT,CIN,30,37,0,-65.59,-0.3378,-0.2222,-9.78,2.44,-12.22,-0.391,0.098,-2.0,-22.28,-1.202,-14.91,0.0,0,0,-7,0,0,0.0,0.0,0.0,0.0,1,0,0.5,0.3611
2022,11,2,2022-11-21,LAC,KC,27,30,0,-74.06,-0.232,-0.2222,-7.78,2.44,-10.22,-0.311,0.098,8.0,-11.35,-5.125,-15.34,0.0,0,0,-1,0,0,0.0,0.0,0.0,0.0,1,0,0.5,0.414
2022,11,2,2022-11-22,ARI,SF,10,38,0,-36.65,-0.1809,-0.1556,1.0,7.69,-6.69,0.04,0.308,-18.0,-23.072,-9.831,2.85,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1,1,0.5,0.4395
2022,12,2,2022-11-24,DET,BUF,25,28,0,-111.33,-0.3278,-0.3,-3.1,10.8,-13.9,-0.124,0.432,7.0,3.529,-9.501,4.37,0.0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0.5,0.3661
2022,12,2,2022-11-24,DAL,NYG,28,20,1,90.58,0.2214,0.0,4.6,-3.7,8.3,0.184,-0.148,7.0,-3.214,8.663,8.16,0.0,0,0,0,1,1,0.0,0.0,0.0,0.0,1,0,0.5,0.6407
2022,12,2,2022-11-25,MIN,NE,33,26,1,4.31,-0.1389,0.2,1.6,6.2,-4.6,0.064,0.248,-5.0,5.401,6.266,20.28,0.0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0.5,0.4605
2022,12,2,2022-11-27,CLE,TB,23,17,1,-54.77,-0.077,-0.2,5.7,8.9,-3.2,0.228,0.356,1.0,-4.9,0.697,1.57,0.0,0,0,-7,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.4915
2022,12,2,2022-11-27,TEN,CIN,16,20,0,-0.57,-0.0964,0.1,-7.2,-3.0,-4.2,-0.288,-0.12,-9.0,-15.692,-9.587,-3.01,0.0,0,0,2,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.4818
2022,12,2,2022-11-27,MIA,HOU,30,15,1,102.62,0.2322,0.6,9.3,1.1,8.2,0.372,0.044,-6.0,18.222,5.907,16.25,0.0,0,0,7,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.6461
2022,12,2,2022-11-27,NYJ,CHI,31,10,1,13.67,0.1154,0.3273,-2.01,-6.31,4.3,-0.08,-0.252,-5.0,-5.262,-6.326,-12.52,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.5877
2022,12,2,2022-11-27,WAS,ATL,19,13,1,15.73,0.0089,0.0909,-4.09,-4.64,0.55,-0.164,-0.185,-1.0,-3.004,-6.62,-4.5,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.5345
2022,12,2,2022-11-27,CAR,DEN,23,10,1,-18.31,-0.0346,-0.0273,4.12,6.17,-2.05,0.165,0.247,-3.0,-1.053,2.553,-3.39,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.5127
2022,12,2,2022-11-27,JAX,BAL,28,27,1,-92.64,-0.0966,-0.4,-3.2,0.6,-3.8,-0.128,0.024,1.0,11.337,0.117,7.69,0.0,0,0,7,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.4817
2022,12,2,2022-11-27,ARI,LAC,24,25,0,-4.66,-0.0465,-0.1364,-0.88,1.11,-1.99,-0.035,0.044,-10.0,-14.155,-8.387,2.72,0.0,0,0,-1,1,0,0.0,0.0,0.0,0.0,0,0,0.5,0.5068
2022,12,2,2022-11-27,SEA,LV,34,40,0,37.18,0.0811,0.3,3.2,-0.1,3.3,0.128,-0.004,10.0,13.265,-2.093,-1.36,0.0,0,0,7,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.5705
2022,12,2,2022-11-27,KC,LAR,26,10,1,80.94,0.3166,0.5,13.2,0.6,12.6,0.528,0.024,-2.0,22.36,9.369,13.88,0.0,0,0,-1,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.6883
2022,12,2,2022-11-27,SF,NO,13,0,1,65.66,0.2174,0.2364,0.96,-6.97,7.94,0.039,-0.279,24.0,8.62,4.841,1.89,0.0,0,0,-2,1,0,0.0,0.0,0.0,0.0,0,0,0.5,0.6387
2022,12,2,2022-11-28,PHI,GB,40,33,1,52.98,0.3103,0.5364,7.94,-3.79,11.73,0.317,-0.152,6.0,7.118,6.446,19.65,0.0,0,0,-2,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.6852
2022,12,2,2022-11-29,IND,PIT,17,24,0,29.68,0.0632,0.0636,-1.27,-4.4,3.13,-0.051,-0.176,-17.0,0.457,-12.02,-4.17,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.5616
2022,13,2,2022-12-02,NE,BUF,10,24,0,-53.25,-0.141,-0.1818,-6.36,0.27,-6.64,-0.255,0.011,7.0,-8.115,-15.375,-18.12,0.0,0,0,-1,0,0,0.0,0.0,0.0,0.0,1,0,0.5,0.4595
2022,13,2,2022-12-04,ATL,PIT,16,19,0,-10.35,0.1249,0.053,5.03,0.69,4.34,0.201,0.028,-8.0,8.98,-3.078,5.56,0.0,0,0,2,0,1,0.0,0.0,0.0,0.0,0,0,0.5,0.5925
2022,13,2,2022-12-04,CHI,GB,19,28,0,-44.14,-0.0051,-0.0833,1.33,1.83,-0.5,0.053,0.073,-4.0,-11.548,1.409,7.85,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1,0,0.5,0.5275
2022,13,2,2022-12-04,DET,JAX,40,14,1,14.14,-0.1004,0.0,2.82,7.09,-4.27,0.113,0.284,2.0,5.473,-1.102,11.26,0.0,0,0,3,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.4798
2022,13,2,2022-12-04,MIN,NYJ,27,22,1,58.6,-0.0822,0.1818,2.91,5.55,-2.64,0.116,0.222,9.0,18.047,6.567,19.02,0.0,0,0,2,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0.4889
2022,13,2,2022-12-04,NYG,WAS,20,20,0,-25.66,-0.0106,0.053,1.04,1.42,-0.39,0.042,0.057,8.0,6.423,1.575,12.21,0.0,0,0,3,0,0,0.0,0.0,0.0,0.0,1,0,0.5,0.5247
